NM_001001390	chr11:35198122-35198288:+	0.499496709	2.032710841	0.934500912	0.468133418	1.681889743	1.598303466	1.461665949	0.222552346	3.203428503	4.202240662	2.286496686	1.554385234	0.981114657	2.028095636	0.424145933	0.289663519	0.241077358	1.174476538	0.519330289	0.011450299	1.346389886	1.697284193	0.497091501	9.962589734	0.085416064	0.500925392	0.098687393	0.522361557	1.712341235	0.803832855	1.353286675	0.065887513	0.205122519	0.218583765	0.380404326	0.653968343	0.03010139	1.358725812	0.224191164	0.178997164	1.359994497	1.212875152	0.167183123	0.747484336
NM_001001390	chr11:35201821-35201955:+	0.642931976	2.61487712	1.144810602	0.591723692	2.245457344	2.178826203	2.00370987	0.284676945	4.072615861	5.587309625	2.88074421	2.112570014	1.249118379	2.45578665	0.576109115	0.37092018	0.32490038	1.424511037	0.613119387	0.015053149	1.810522632	2.255279078	0.643942059	12.81393501	0.104553526	0.615581834	0.122193799	0.677070465	2.146990679	0.996428065	1.730097563	0.076479005	0.246532862	0.309712629	0.532410734	0.744568064	0.040986889	1.813812846	0.285981418	0.217688635	1.683295313	1.564395726	0.21402598	0.793950618
NM_001001390	chr11:35208379-35208448:+	0.698286936	3.043612443	1.314461932	0.694551173	2.646948353	2.616379387	2.322149413	0.341833447	4.80871378	6.584394237	3.402313548	2.473707878	1.407954531	2.786740446	0.71261125	0.438744705	0.369806474	1.605663103	0.693788595	0.018411579	2.171034178	2.621648384	0.773755136	14.8482804	0.116559115	0.725308977	0.145425302	0.757447968	2.310964594	1.116293392	2.038686321	0.086021749	0.300813413	0.341573483	0.711205705	0.834729322	0.051249546	2.079908457	0.346524014	0.27898581	2.058158459	1.915367727	0.236000572	0.915069361
NM_001001390	chr11:35211382-35211613:+	0.676846458	2.729965099	1.219910903	0.616447052	2.354563877	2.335063968	2.037035541	0.296439085	4.290849559	6.152050721	3.267573089	2.309782943	1.218720224	2.539771787	0.613764618	0.421941657	0.325658023	1.447927292	0.675574343	0.01868172	2.012715909	2.284270808	0.690067849	12.88740499	0.119002315	0.638577468	0.131443543	0.692521072	2.175352434	0.983138981	1.892914023	0.085553126	0.274077492	0.314843135	0.6200988	0.763979879	0.050583968	1.823477085	0.316093171	0.2554195	1.849881581	1.742886852	0.207504847	0.810986261
NM_001001390	chr11:35229652-35229754:+	0.903157463	4.178455071	1.552871994	0.795659777	2.740500141	3.312771765	3.054529462	0.289523979	5.474529976	8.727485462	5.136449425	3.306718342	1.635466358	3.054120396	0.679526718	0.438372262	0.343016843	1.761319069	0.81187897	0.067675261	2.460739606	2.722924795	0.999498129	19.6424652	0.139642352	0.911897953	0.16507194	0.777002952	2.655881649	1.150990894	2.204821472	0.595837475	0.372578609	1.56972342	0.92663604	0.985248181	0.077520644	2.83836493	0.458348185	0.700221215	2.217238403	2.565233027	0.222960381	1.022706397
NM_001001390	chr11:35231512-35231602:+	0.897677743	4.535934141	1.635650843	0.832861617	2.849684748	3.369454094	3.341319776	0.301096105	5.702005411	8.778115129	5.376255117	3.446466558	1.689798702	2.956726152	0.709453349	0.465549859	0.338644899	1.693935174	0.827830668	0.06756784	2.490141339	2.666470483	1.037476783	21.14464563	0.16137212	0.990458354	0.177884769	0.7820343	2.465457047	1.191846847	2.328818357	0.588404025	0.398004581	1.757002303	1.03953172	1.008425267	0.082952446	2.896409202	0.463100198	0.78742427	2.368136853	2.742310054	0.235373593	0.935586963
NM_001001390	chr11:35232793-35232997:+	0.673343105	3.398151577	1.289528413	0.642322818	2.168364366	2.568809501	2.675370932	0.217646534	4.214094999	6.813304725	3.952617502	2.776789088	1.327194673	2.307501446	0.597387562	0.383575577	0.262453466	1.327057764	0.676109868	0.027385836	1.882285825	2.003287809	0.826168549	14.50513695	0.118499335	0.703476901	0.137856943	0.611798379	1.875604521	0.854605751	1.803367526	0.309330009	0.317251167	0.904062161	0.81990343	0.795850311	0.07064434	1.977454465	0.337859439	0.550888151	1.993795337	2.092157925	0.169606383	0.720239309
NM_001001390	chr11:35236399-35236462:+	1.12692633	5.444341531	2.135812036	1.021088603	3.482807077	4.222701225	3.998921487	0.445910624	7.332732735	11.52310465	6.695321328	3.686677698	2.294850395	4.068129188	1.0744008	0.675623502	0.573813543	2.481703805	1.171589752	0.028708276	3.318808327	3.552130447	1.422730494	19.1216032	0.187149535	0.959269086	0.222313742	1.141728875	3.127866415	1.496015472	3.397000689	0.144320777	0.528001924	0.489019221	1.094555295	1.292277482	0.110905103	2.759676739	0.536631199	0.396660281	3.710937176	3.655139642	0.332327337	1.193117647
NM_001001390	chr11:35240863-35240935:+	1.129458749	5.90185913	2.108075925	1.006698936	3.648660159	4.386447141	4.381268699	0.455689873	7.629077631	12.47113389	7.075647663	3.886067163	2.391081318	4.264387094	1.153136683	0.740070585	0.576975324	2.547485046	1.183667997	0.027005406	3.471245574	3.72126256	1.478386532	20.19017651	0.197713399	0.941300169	0.235893482	1.164120649	3.495996262	1.545276128	3.620227173	0.150054793	0.545388322	0.503756315	1.172038952	1.349112961	0.113057449	2.796839687	0.538537462	0.398909772	4.03258794	4.124723554	0.333945372	1.24795517
NM_001001390	chr11:35243201-35243280:+	1.100351961	5.910168357	2.084396484	1.000699207	3.411190219	4.13193315	4.335489278	0.431001865	7.293650112	12.23447025	6.668890764	3.818412344	2.327306131	4.157158792	1.114358995	0.696543111	0.525089745	2.482681448	1.175956087	0.024121499	3.514478111	3.634593902	1.395830465	19.37480884	0.19037497	0.893814941	0.230031664	1.115142823	3.296734703	1.47000408	3.583530541	0.148577461	0.534157011	0.50009291	1.221720461	1.344687209	0.117744211	2.541447501	0.507340208	0.382997232	3.944039768	4.167510365	0.337822403	1.201784305
NM_001001390	chr11:35250676-35253950:+	0.322812547	1.678386682	0.503020888	0.39665035	1.108361286	1.26077967	1.524895413	0.124217354	1.435571644	2.457219081	1.618091635	0.889259416	0.644255652	0.981447994	0.360646554	0.205179395	0.137719371	0.621578496	0.396851373	0.009928952	0.814007938	0.79215387	0.44785414	5.259424385	0.055946451	0.240215984	0.077540127	0.254258266	0.70090501	0.488863733	0.847117788	0.057454996	0.191396316	0.119313932	0.577831977	0.346562627	0.046170551	0.737619977	0.167580898	0.131774727	0.881056018	1.265012223	0.056204736	0.352719841
