AKT1|207	chr14:105238789-105238702:-	81.79772086	54.00252534	38.55164494	71.90478998	56.94754612	47.43385975	54.26114079	14.62280456	101.7816576	50.38313089	30.36912301	33.45331898	52.19572673	61.89100222	47.60502016	62.54723666	35.70371839	45.60569034	71.58986582	40.61196027	68.6502894	65.54296117	48.05732051	36.42633029	46.13335903
AKT1|207	chr14:105239429-105239215:-	79.99194704	53.7511835	43.6157032	73.52241401	55.62069302	48.97993457	53.32894145	12.9479727	103.7535485	50.76781613	34.08436039	36.32621927	52.94139997	64.63716665	48.86696845	71.63717256	36.92396761	51.11282036	79.12354928	43.84765858	71.01276238	68.92947169	50.51329817	37.45564358	49.49271124
AKT1|207	chr14:105239716-105239588:-	96.09140217	66.55586135	51.96387457	87.89680705	75.14037819	64.67597717	67.6990172	21.14413602	135.608511	72.18030937	50.94367345	49.69647477	66.40589351	80.76146553	66.30359001	103.6493018	51.28236061	64.61065167	113.5420288	60.35807653	98.78816196	98.77908483	73.6737504	49.51323773	76.00205595
AKT1|207	chr14:105239917-105239792:-	94.82917717	69.82158531	51.42677737	90.79342238	71.3655208	62.28577756	64.04951056	18.71461653	137.8358699	73.2201675	45.31963659	46.52754608	62.12916953	75.67021739	60.38337682	97.56612306	44.80688333	65.20399428	113.5801594	61.57533511	93.01129637	91.52605146	73.61425449	52.18827496	71.52324808
AKT1|207	chr14:105240317-105240249:-	74.80870466	50.07574506	35.05928214	59.81711404	53.98972461	51.37495336	47.71448167	13.68018636	99.76215697	53.84443628	32.43726863	35.79353408	45.47483872	60.44220973	43.60450865	66.21900239	31.6368274	44.57352275	77.41810921	50.26138929	75.65967564	67.77061266	54.6412957	39.26877399	48.22206703
AKT1|207	chr14:105241340-105241275:-	83.75841409	60.1033879	41.87064721	83.23120515	63.96800521	53.71596781	60.22758281	15.59874333	117.9159562	61.23927947	41.00225024	39.88399005	51.38755131	67.22673621	56.52861178	82.05374585	38.95000551	54.00244548	92.93302705	55.26946454	81.2528636	81.97289938	67.0560375	49.49550641	60.15922079
AKT1|207	chr14:105241544-105241413:-	69.88298625	47.5099926	33.39204011	63.73693524	48.29217439	43.7279877	45.06702035	11.34639026	98.15445714	55.56955324	32.2095937	33.98897775	44.14681035	61.82907702	48.80736391	67.09465017	31.04848554	44.0469784	75.73835246	41.51776958	67.07041309	73.63739049	54.22386955	42.6551454	51.90536545
AKT1|207	chr14:105242136-105241989:-	74.66521643	52.58447621	37.25764189	68.7423621	53.11053108	48.88988685	51.61241356	11.78319173	108.9668026	59.97841955	36.11624603	35.12488231	49.06518718	64.58516057	52.16220651	72.46002749	32.70020719	46.32296682	81.37508728	45.14186366	74.7968701	76.15508261	55.66728582	43.20832524	52.94602045
AKT1|207	chr14:105243107-105242996:-	64.33531833	46.84765748	33.21501985	61.81044293	47.47357718	41.62259708	41.61669856	10.59411422	90.71296695	48.13699279	30.76215297	32.67610669	41.57210316	54.7287389	43.63605542	59.85837542	27.79646705	41.82891311	68.96493928	36.7703583	66.57154862	61.56311312	49.7482662	34.66410031	42.86251473
AKT1|207	chr14:105244015-105243906:-	0.254638268	0.184644514	0	0.162016466	0.678210258	0	0	0	0.567859168	0.10393632	0	0.110635201	0.339324217	0	0.164049176	0.151039091	0.163198347	0.256632255	0.079919473	0.53623911	0.087447028	0.454106251	0	0.086641685	0.256154131
AKT1|207	chr14:105246553-105246425:-	47.04447482	33.25748278	24.66804148	39.49927466	32.91388441	26.494773	31.08073964	7.3103692	55.73625771	33.44461278	19.80628723	21.67369322	26.23343607	35.45431552	23.54296426	33.3643175	19.58835603	24.74644491	41.15617432	26.22437314	39.92180534	40.68077642	32.63478318	20.83873561	27.25082818
AKT1|207	chr14:105262080-105261821:-	0.128407332	0.046668394	0.026935647	0.089784856	0.139309075	0.023513442	0.051919587	0.029611527	0.229436944	0.080910427	0.024794699	0.055232497	0.017597708	0.11637103	0.063852987	0.072146464	0.075259545	0.060551545	0.116313571	0.075878949	0.031817265	0.066760497	0.007518515	0.024926146	0.023119552
